engine_temp,rpm,oil_pressure,fuel_consumption,vibration,mileage,hour,day_of_week,vehicle_id_enc
1.0893246426939334,-0.8755223890167766,0.5308100653009141,0.042465715943332455,-1.210223418718674,1.2019855952644494,-1.2154641138252973,-1.498213064618363,0.02593588765025987
1.2500649514605988,-0.10477727421466354,0.0034712095232572147,-0.11423115070845506,0.9569852528234466,1.510970088400557,1.2394354863921262,0.49724261122395846,1.2464482476624896
0.4922729339032268,-0.0352894515974612,-0.21393424656949034,0.6138030993109466,-0.8927665147720634,-1.190231814796655,-0.4934348196437021,0.49724261122395846,0.02593588765025987
0.3989751335539873,0.5243313902514718,0.9267142898205555,1.5815470892256827,-0.9932635827655151,0.812237752446934,1.6726530629010834,0.49724261122395846,-1.1945764723619698
-1.2860772927458797,-0.6890702062568362,0.7020200297933896,0.21621398779441364,-0.44443882478230384,1.17915508992161,0.8062179098831692,0.9961065301845388,0.02593588765025987
-0.870504085069921,0.6988804673831023,0.11443375872029393,-0.9838366671898906,-1.7038904189571573,0.32204267861873265,0.6618120510468501,-0.0016213077366218737,1.2464482476624896
0.5894016753506747,-1.0149128971421062,0.42611332494262677,0.42783307676942356,-1.183336391520906,1.5896566662330143,0.8062179098831692,-0.5004852266972022,-1.1945764723619698
-0.1122647208414008,0.0019553054607409025,-0.684567913646248,-0.29588868230233517,0.9411209542210783,1.2974261978446688,-1.6486816903342543,1.4949704491451192,0.02593588765025987
0.01673048058745033,-1.6838064857816322,0.6152021553767828,0.7972876590981084,0.4005960369063308,0.18420656182913014,0.6618120510468501,-0.5004852266972022,0.02593588765025987
-0.670169170398308,0.39254123604868457,-0.601558565513867,-1.4721266069984928,0.8848173278377918,0.3233642607044284,0.9506237687194882,-0.0016213077366218737,1.2464482476624896
-1.2655856654660096,-0.2270507400382868,0.626334446172051,-0.5833240587036247,0.19495030439903088,0.9520527461161761,-1.2154641138252973,1.4949704491451192,-1.1945764723619698
-2.400817102951574,-2.172286513013294,-1.53009474887777,-0.7969056303747171,-0.42108537393242307,-0.5383282366626325,0.5174061922105311,-0.9993491456577825,-1.1945764723619698
-0.0766661019160477,0.024436996832631206,0.25729903414369165,-1.1625731298963846,1.4711482703166494,1.0079927285794887,0.08418861570157402,-0.5004852266972022,-1.1945764723619698
1.0034869704514167,1.646609312107311,-1.1215257851696154,-1.3363362247945285,1.0306557407402348,0.9047904534324848,-0.20462310197106404,-0.0016213077366218737,-1.1945764723619698
-0.8737410223836025,0.7282935599959975,-1.1410669146264762,1.2415390660410839,1.5547434136141245,-0.34376198515742307,-0.4934348196437021,1.4949704491451192,-1.1945764723619698
-0.0013376742777480044,1.0888374762457698,-1.3841724896215912,1.2357689308230417,2.0533413955914,-0.16676788064350168,0.9506237687194882,-0.5004852266972022,-1.1945764723619698
-1.3524972798150088,-0.19775203330846947,1.8411708123625938,-0.3819896571015514,-0.9815222158068966,-1.6729938634550436,-1.2154641138252973,-0.0016213077366218737,-1.1945764723619698
