timestamp,vehicle_id,engine_temp,rpm,oil_pressure,fuel_consumption,vibration,mileage,maintenance_required
2023-01-01 00:00:00,V003,81.99019206682291,3497.20002104429,4.758164402677798,10.326706412476087,0.4412266771428811,139,0
2023-01-01 01:00:00,V001,105.06421722001579,2866.24258117956,3.838995571573109,8.352908833409122,0.3488313418868392,199,1
2023-01-01 02:00:00,V003,77.68531251405791,3597.630084515734,3.554884136420468,5.060531409273816,0.42961067823883137,297,0
2023-01-01 03:00:00,V003,103.07484189543345,2160.433072242692,3.446521367209574,8.96065982282742,0.5700583348213708,381,0
2023-01-01 04:00:00,V001,79.00771749641856,3801.739938177412,3.289919782409612,8.382261383167188,0.62757356778373,514,0
2023-01-01 05:00:00,V001,86.48175827662779,2105.9169592773333,4.270592487225722,8.729230468019075,0.6934418921509681,639,0
2023-01-01 06:00:00,V003,96.39269537856917,3676.093655848759,3.097824614455518,11.377834930370495,0.7026062905381577,745,0
2023-01-01 07:00:00,V002,75.33792169103835,2066.768765847899,4.673168853175681,7.608085264023835,0.34451986226537445,822,0
2023-01-01 08:00:00,V003,104.69023397540768,3990.2920592048945,3.954334330468434,5.671298824784562,0.6814981805416165,937,0
2023-01-01 09:00:00,V003,86.42056168598685,3080.4381067899453,3.7814628086102777,9.901306493995087,0.31650132963265887,1051,0
2023-01-01 10:00:00,V003,91.37276135678289,2527.5578837080743,3.8858222306575234,5.330657231498542,0.6587043369716534,1173,0
2023-01-01 11:00:00,V003,101.62200789040752,3932.55988342757,4.231528327473064,6.880402064849362,0.5856582251509588,1244,0
2023-01-01 12:00:00,V001,82.0687465483285,2455.564963803679,3.765080483124693,8.06314304340535,0.5256009947464583,1344,0
2023-01-01 13:00:00,V003,100.60813686255389,2886.323060256727,3.904114144054135,6.651875181127845,0.36705932736766195,1484,0
2023-01-01 14:00:00,V002,106.4053357089237,4302.356145489678,4.5265399067960574,7.904338313869283,0.6796321854610369,1542,1
2023-01-01 15:00:00,V001,83.44421002670421,3197.7690772554547,4.1734528197016,7.796300853929269,0.3488559285138531,1662,0
2023-01-01 16:00:00,V002,103.69387672596295,1986.992601108995,3.3750190703020584,10.303731795390593,0.49661308466545845,1747,0
2023-01-01 17:00:00,V002,72.39421405758397,2863.3538913135067,3.646125832789057,4.367396332617395,0.5101917251729756,1850,0
2023-01-01 18:00:00,V002,93.89600394794567,2819.1202687454706,3.1092916749833748,8.131031102923865,0.2453256079065793,1937,0
